"CMS Certification Number (CCN)","Network","Facility Name","Address Line 1","Address Line 2","City/Town","State","ZIP Code","County/Parish","Telephone Number","Profit or Non-Profit","Chain Owned","Chain Organization","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists' communication and caring","Middle box percent of patients-nephrologists' communication and caring","Top box percent of patients-nephrologists' communication and caring","Linearized score of nephrologists' communication and caring","Star rating of nephrologists' communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Linearized score of quality of dialysis center care and operations","Star rating of quality of dialysis center care and operations","Lower box percent of patients-providing information to patients","Top box percent of patients- providing information to patients","Linearized score of providing information to patients","Star rating of providing information to patients","Lower box percent of patients-rating of the nephrologist","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Linearized score of rating of the nephrologist","Star rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff","Linearized score of rating of the dialysis center staff","Star rating of the dialysis center staff","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility","Top box percent of patients-rating of the dialysis facility","Linearized score of rating of the dialysis facility","Star rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys","ICH CAHPS Survey of patients' experiences star rating","Survey response rate"
292553,15,DaVita Lake Mead Dialysis,713 E Lake Mead Blvd,,NORTH LAS VEGAS,NV,89030,Clark,(702) 642-0216,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,28,16,56,73,2,34,18,48,67,1,25,75,75,2,25,30,45,77,2,23,31,46,76,1,21,27,52,80,2,47,2,26
292554,15,DaVita East Sunrise Dialysis,1750 E Desert Inn Road,Ste 100,LAS VEGAS,NV,89169,Clark,(702) 474-7052,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292555,15,DaVita The District Dialysis NV,2300 Corporate Circle,Ste 100,Henderson,NV,89074,Clark,(702) 487-5576,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292556,15,292556-American Dialysis Centers North Las Vegas LLC,4107 W Cheyenne Avenue,,North Las Vegas,NV,89032,Clark,(702) 383-9741,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292557,15,DaVita Sahara Dialysis Center,2350 Stockton Avenue,,Las Vegas,NV,89104,Clark,(702) 457-7099,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292558,15,Fresenius Kidney Care Warm Springs Dialysis,255 E Warm Springs Rd,,Las Vegas,NV,89119,Clark,(702) 614-3009,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292559,15,FKC Union Village,1051 Wellness Place,,Henderson,NV,89011,Clark,(725) 220-8575,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302500,1,FMC New Hampshire Kidney Center (FMC),248 Pleasant Street,"Pillsbury Bldg., G400",CONCORD,NH,03301,Merrimack,(603) 224-9996,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,15,24,61,80,3,11,21,68,84,4,17,83,83,4,14,41,45,80,3,3,29,68,87,3,4,24,72,89,3,47,3,38
302501,1,FMC Seacoast Dialysis Center,155 Borthwick Ave Suite 100,,PORTSMOUTH,NH,03801,Rockingham,(603) 436-4567,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,14,12,74,86,4,10,18,72,86,5,24,76,76,2,7,17,76,91,5,1,18,81,94,5,2,20,78,94,5,34,4,34
302502,1,FMC Manchester Kidney Center,1750 Elm Street Suite 100,,MANCHESTER,NH,03103,Hillsborough,(603) 647-4042,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,28,14,58,73,2,17,17,66,81,4,19,81,81,4,16,29,55,83,4,17,26,57,84,2,12,24,64,87,3,50,3,30
302503,1,Central New Hampshire Kidney Center,87 Spring Street,,LACONIA,NH,03246,Belknap,(603) 524-8796,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302504,1,FMC Monadnock Dialysis Center,14 Ashbrook Road,,Keene,NH,03431,Cheshire,(603) 338-5220,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,9,23,68,85,4,14,22,64,83,4,14,86,86,5,10,26,64,86,4,8,27,65,89,4,9,29,62,87,3,36,4,42
302505,1,FMC Strafford County Dialysis,27 Sterling Drive,,ROCHESTER,NH,03867,Strafford,(603) 330-0483,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302506,1,FMC DIALYSIS SERVICES OF EXETER,"1 HAMPTON ROAD, SUITE 109",,EXETER,NH,03833,Rockingham,(603) 777-9931,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302507,1,DaVita Nashua Dialysis,38 Tyler street,Ste 100,NASHUA,NH,03061,Hillsborough,(603) 598-1665,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,17,17,66,82,3,5,17,78,91,5,7,93,93,5,8,30,62,88,5,1,15,84,94,5,2,12,86,94,5,37,5,26
302508,1,Fresenius Medical Care of Lancaster,173 Middle Street,,LANCASTER,NH,03584,Coos,(603) 788-5222,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302509,1,Fresenius Medical Care of Lebanon,56 Etna Road,,LEBANON,NH,03766,Grafton,(603) 448-5550,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,28,19,53,72,2,17,32,51,76,3,21,79,79,3,24,33,43,76,2,12,32,56,83,2,13,27,60,84,2,70,2,49
302510,1,Fresenius Medical Care Londonderry,1F COMMON DRIVE,,LONDONDERRY,NH,03053,Rockingham,(603) 434-4517,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302511,1,DaVita Derry Dialysis,1 Action Blvd,Ste 2,LONDONDERRY,NH,03053,Rockingham,(603) 421-9724,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302512,1,FRESENIUS MEDICAL CARE of MOUNT WASHINGTON VALLEY,21 B Poliquin Drive,,CONWAY,NH,03818,Carroll,(603) 447-3976,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302514,1,Fresenius Medical Care of Cocheco River,343 Sixth Street,,DOVER,NH,03820,Strafford,(603) 742-9765,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302515,1,Fresenius Medical Care Southern NH Dialysis Center,586 Nashua St,Unit #20,MILFORD,NH,03055,Hillsborough,(603) 672-6678,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302516,1,Fresenius Medical Care of Rockingham County,19 Keewadin Drive Suite 1,,SALEM,NH,03079,Rockingham,(603) 870-0969,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302518,1,Fresenius Kidney Care of Nashua,20 Cotton Road,Suite 200,NASHUA,NH,03063,Hillsborough,(603) 577-4547,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302519,1,DaVita Manchester Dialysis,903 Hanover Street,,MANCHESTER,NH,03104,Hillsborough,(603) 621-4903,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312315,3,H. Fuld Capital Health,Dialysis Unit,750 Brunswick Ave,Trenton,NJ,08638,Mercer,(609) 394-6000,Non-profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312318,3,Trinitas Hospital,Dialysis Unit,225 Williamson Street,ELIZABETH,NJ,07207,Union,(908) 994-5203,Non-profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312331,3,Mountainside Hospital,Dialysis Unit,1 BAY AVENUE,Montclair,NJ,07042,Essex,(973) 429-6767,Non-profit,No,Independent,21OCT2022-14JUL2023,001,21,17,62,78,2,15,15,70,84,4,24,76,76,2,10,32,58,84,4,3,26,71,91,4,1,26,73,91,4,38,3,17
312500,3,DaVita Belmar Dialysis,1800 STATE ROUTE 34 SUITE 302,,WALL,NJ,07719,Monmouth,(732) 681-8310,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312501,3,FMC Irvington,10 Camptown  Road,,Irvington,NJ,07111,Essex,(973) 399-1111,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,23,18,59,74,2,18,21,61,80,4,25,75,75,2,15,34,51,79,3,14,21,65,85,3,15,25,60,84,2,39,3,20
312502,3,FMC Jersey City,107-123  Pacific Avenue,,JERSEY CITY,NJ,07304,Hudson,(201) 451-3760,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,20,19,61,78,2,16,23,61,80,4,24,76,76,2,22,29,49,78,2,4,37,59,87,3,7,25,68,89,3,55,3,24
312503,3,FMC North Newark,155 Berkeley Avenue,,NEWARK,NJ,07107,Essex,(973) 412-0066,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312505,3,FMC Newark University,91-101 Hartford Street,,Newark,NJ,07103,Essex,(973) 624-7100,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312506,3,FMC Hillside,879 Rahway Avenue,Ruth Kliman Dialysis Center,Union,NJ,07083,Union,(908) 378-6387,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,15,11,74,84,4,20,15,65,78,3,18,82,82,4,7,37,56,85,4,12,24,64,86,3,16,18,66,86,3,32,4,31
312508,3,DaVita Lumberton Dialysis,1261 Route 38,Ste B,HAINESPORT,NJ,08036,Burlington,(609) 914-4420,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,14,11,75,85,4,11,22,67,84,4,16,84,84,5,5,19,76,92,5,7,20,73,90,4,13,13,74,90,4,39,4,27
312509,3,FMC John J De Palma Renal Center,2A Plaza Drive,,Toms River,NJ,08757,Ocean,(732) 505-0637,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,16,18,66,82,3,10,23,67,85,5,19,81,81,4,9,25,66,87,4,5,23,72,91,4,4,18,78,93,5,94,4,36
312510,3,DaVita Holmdel Dialysis,3053 State Route 35,,Hazlet,NJ,07730,Monmouth,(732) 203-0321,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312513,3,DaVita Cherry Hill Dialysis,1030 Kings Hwy N,Suite 100,Cherry Hill,NJ,08034,Camden,(856) 321-0111,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,21,14,65,79,3,13,17,70,85,5,26,74,74,2,10,33,57,84,4,4,26,70,90,4,8,13,79,92,4,34,4,25
312514,3,FMC Salem Dialysis,#5 Route 45,,Salem,NJ,08079,Salem,(856) 935-0949,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312515,3,FMC So Plainfield,2201 S Clinton Ave,,SOUTH PLAINFIELD,NJ,07080,Middlesex,(908) 668-8007,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312516,3,FMC Princeton,707 Alexander Road,Building 3; Suite 301,Princeton,NJ,08540,Mercer,(609) 520-8995,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312517,3,DaVita Freehold Dialysis,300 Craig Road,,Manalapan,NJ,07726,Monmouth,(732) 303-1589,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,8,14,78,90,5,10,15,75,88,5,18,82,82,4,5,27,68,90,5,13,8,79,91,4,11,8,81,92,4,30,5,26
312518,3,FMC Colonia,1250 Route 27,,Colonia,NJ,07067,Middlesex,(732) 382-7333,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,10,11,79,88,5,10,17,73,87,5,18,82,82,4,7,21,72,92,5,4,19,77,93,5,5,12,83,94,5,35,5,28
312521,3,DaVita Delran Dialysis,8008 Route 130,,Delran,NJ,08075,Burlington,(856) 764-0800,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312522,3,DaVita East Orange Dialysis,14-20 PROSPECT STREET,,EAST ORANGE,NJ,07017,Essex,(973) 672-2025,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,32,13,55,70,1,19,17,64,80,4,18,82,82,4,27,30,43,73,1,11,33,56,87,3,15,33,52,83,2,30,3,17
312523,3,DaVita Renal Center of Westwood,363 Old Hook Road,,Westwood,NJ,07675,Bergen,(201) 664-6649,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312525,3,DCI New Brunswick,235 GEORGE STREET,,NEW BRUNSWICK,NJ,08901,Middlesex,(732) 853-0488,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,001,9,15,76,88,5,21,16,63,79,3,23,77,77,3,3,15,82,93,5,3,27,70,90,4,7,23,70,89,3,30,4,23
312527,3,FMC Ewing,1962 North Olden Avenue,,EWING,NJ,08618,Mercer,(609) 671-1600,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312528,3,DaVita Summit Dialysis,1139 Spruce Drive,,Mountainside,NJ,07092,Union,(908) 232-7800,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,5,4,91,95,5,10,15,75,87,5,20,80,80,4,0,11,89,97,5,6,16,78,92,5,1,16,83,95,5,36,5,23
312529,3,FMC Hoboken,1600 Willow Ave,,Hoboken,NJ,07030,Hudson,(201) 656-7500,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312530,3,DaVita Bridgewater,2121 US HIGHWAY 22,,Bound Brook,NJ,08805,Somerset,(732) 469-7202,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312532,3,FMC Kenilworth,131 South 31st Street,,KENILWORTH,NJ,07033,Union,(908) 241-0453,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,14,19,67,82,3,17,30,53,78,3,30,70,70,1,6,32,62,86,4,10,38,52,84,2,9,24,67,87,3,41,3,28
312533,3,FMC Orange,258 Central Ave,,Orange,NJ,07050,Essex,(973) 675-3400,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,21,14,65,80,3,17,22,61,81,4,28,72,72,1,17,27,56,85,4,6,28,66,89,4,7,20,73,90,4,41,3,29
312534,3,FMC Woodbury,571 North Evergreen Ave,,Woodbury,NJ,08096,Gloucester,(856) 853-8735,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312535,3,FMC Atlantic City,7 S OHIO AVE,,ATLANTIC CITY,NJ,08401,Atlantic,(609) 345-0900,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312536,3,FMC Englewood,350 Engle Street Fl 1,,Englewood,NJ,07631,Bergen,(201) 503-1401,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312537,3,DaVita Atlantic Artificial Kidney Center,6 Industrial Way West,Suite B,Eatontown,NJ,07724,Monmouth,(732) 460-1414,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312538,3,FMC So Ocean Co,1301 Route 72 West,Suite 110,Manahawkin,NJ,08050,Ocean,(609) 597-1039,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,13,25,62,82,3,13,17,70,85,5,17,83,83,4,7,26,67,89,5,8,13,79,91,4,11,6,83,91,4,57,4,37
312540,3,DaVita Perth Amboy Dialysis,271 King Street,,Perth Amboy,NJ,08861,Middlesex,(732) 442-3836,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312541,3,DaVita Old Bridge Dialysis,Davita Kidney Care,262 Texas Rd,Old Bridge,NJ,08857,Middlesex,(732) 591-4931,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312542,3,FMC Union Hill,508 31st Street,,Union City,NJ,07087,Hudson,(201) 902-9382,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312543,3,FMC Dialysis Associates North Jersey,2200 Route 10 West,Suite 107,Parsippany,NJ,07054,Morris,(973) 267-2009,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,13,11,76,86,4,17,17,66,81,4,13,87,87,5,11,22,67,85,4,8,23,69,88,4,9,21,70,89,3,43,4,26
312544,3,DCI Freehold,901 West Main St Suite 202,,Freehold,NJ,07728,Monmouth,(732) 677-5200,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312545,3,DaVita Jersey City Dialysis,1310 5th Street,,North Bergen,NJ,07047,Hudson,(201) 770-9220,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,19,12,69,82,3,15,14,71,84,4,23,77,77,3,8,24,68,87,4,8,16,76,90,4,10,17,73,90,4,35,4,33
312546,3,FMC Bloomfield,206 Belleville Avenue,,Bloomfield,NJ,07003,Essex,(973) 680-8100,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,20,11,69,81,3,12,8,80,88,5,21,79,79,3,6,30,64,88,5,3,13,84,93,5,1,9,90,96,5,40,4,28
312547,3,FMC Phillipsburg,471 Center Street,Kidney Treatment Center,Phillipsburg,NJ,08865,Warren,(908) 454-7440,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312548,3,DaVita Burlington North Dialysis,1164 E Route 130,,BURLINGTON,NJ,08016,Burlington,(609) 747-9840,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312550,3,FMC Kings Court Flemington,2 Kings Court,Suite 100,FLEMINGTON,NJ,08822,Hunterdon,(908) 806-9187,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312551,3,USRC Vineland,1450 East Chestnut Ave Suite 2C,,Vineland,NJ,08361,Cumberland,(856) 692-9060,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312552,3,FMC Hamilton Square,Two Hamilton Health Place,,HAMILTON,NJ,08690,Mercer,(609) 689-9260,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312553,3,FKC Passaic,10 Clifton Blvd,,CLIFTON,NJ,07011,Passaic,(973) 594-9100,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,15,11,74,85,4,17,19,64,81,4,27,73,73,2,9,18,73,89,5,4,31,65,88,4,6,18,76,89,3,31,4,20
312554,3,FMC Kenvil,677 Route 46 Suite C,,KENVIL,NJ,07847,Morris,(973) 252-1301,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,6,19,75,89,5,15,17,68,84,4,19,81,81,4,1,28,71,92,5,13,13,74,88,4,6,21,73,90,4,52,4,26
312557,3,FMC Lakewood,Seagull Shopping Plaza,1328 River Avenue Ste 16,LAKEWOOD,NJ,08701,Ocean,(732) 730-2222,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312558,3,DaVita Plainfield Dialysis,1200 Randolph Road,MUHLENBURG CAMPUS,PLAINFIELD,NJ,07060,Union,(908) 757-6030,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,12,12,76,87,4,18,18,64,80,4,22,78,78,3,9,20,71,88,5,18,24,58,82,2,22,18,60,82,2,35,3,26
312559,3,DaVita Edison Dialysis,29 Meridian Road,,EDISON,NJ,08820,Middlesex,(732) 205-9883,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,10,12,78,88,5,9,15,76,88,5,18,82,82,4,9,16,75,89,5,4,13,83,93,5,3,11,86,94,5,46,5,32
312560,3,FMC Silver,Dialysis Unit,1417 Brace Rd Suite B,Cherry Hill,NJ,08034,Camden,(856) 216-8463,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312561,3,DaVita Bayonne,434-436 Broadway,,BAYONNE,NJ,07002,Hudson,(201) 436-1664,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312563,3,FKC Brick Boulevard,Renal Center,150 Brick Boulevard,Brick,NJ,08723,Ocean,(732) 477-2247,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,18,17,65,81,3,14,17,69,84,4,17,83,83,4,10,28,62,86,4,6,20,74,91,4,8,23,69,90,4,38,4,32
312564,3,FMC Harrison,620 Essex Street,,Harrison,NJ,07029,Hudson,(973) 482-7772,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,18,16,66,82,3,18,17,65,80,4,27,73,73,2,5,39,56,88,5,2,25,73,91,4,3,14,83,93,5,41,4,23
312565,3,DaVita Renal Center of Sewell,660 WOODBURY-GLASSBORO RD,STE 29 TIMBERLINE SHOPPING CENTER,SEWELL,NJ,08080,Gloucester,(856) 464-1172,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312566,3,DaVita Vineland,"1318 South Main Rd, STE 3B",,VINELAND,NJ,08360,Cumberland,(856) 691-0875,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312567,3,DaVita Neptune Dialysis Center,2180 Bradley Avenue,,NEPTUNE,NJ,07753,Monmouth,(732) 775-2725,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312568,3,FMC East Orange,110  South Grove Street,,EAST ORANGE,NJ,07018,Essex,(973) 414-6100,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312569,3,DaVita Middletown Dialysis Center,500 STATE ROUTE 35,UNION SQUARE PLAZA,RED BANK,NJ,07701,Monmouth,(732) 576-9900,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312572,3,DaVita Renal Care of Newton,Renal Center of Newton,7 East Clinton Street,NEWTON,NJ,07860,Sussex,(973) 940-0965,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,16,15,69,83,3,16,22,62,81,4,20,80,80,4,6,28,66,86,4,14,28,58,83,2,12,30,58,85,3,32,3,27
312573,3,FMC Bergen,647 Cedar Lane,,TEANECK,NJ,07666,Bergen,(201) 692-1113,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,15,9,76,85,4,10,12,78,89,5,19,81,81,4,4,22,74,90,5,3,12,85,94,5,4,9,87,94,5,30,5,20
312574,3,DaVita Somerset Dialysis Center,240 Churchill Avenue,,SOMERSET,NJ,08873,Somerset,(732) 937-5000,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312575,3,FKC Liberty Berlin,30 Tansboro Road,,BERLIN,NJ,08009,Camden,(856) 809-0036,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312576,3,FKC ACC Livingston St Barnabas So Orange Ave,ACC Livingston Hemodialysis,200 So Orange Avenue suite 117,LIVINGSTON,NJ,07039,Essex,(973) 322-7150,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,21,12,67,79,3,16,20,64,81,4,28,72,72,1,17,31,52,82,3,12,22,66,86,3,10,18,72,87,3,33,3,23
312578,3,FMC Elizabeth,595 Division Street,Suite B,ELIZABETH,NJ,07201,Union,(908) 436-3007,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,19,13,68,81,3,18,19,63,80,4,29,71,71,1,18,19,63,84,4,6,22,72,89,4,8,14,78,91,4,31,3,25
312579,3,FMC Cape May,1259 South Route 9,,CAPE MAY COURT HOUSE,NJ,08210,Cape May,(609) 465-3444,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,6,13,81,91,5,8,16,76,89,5,11,89,89,5,0,14,86,95,5,4,12,84,94,5,2,11,87,96,5,31,5,33
312580,3,Alaris Health Dialysis at Hamilton Park,328 Ninth Street,,JERSEY CITY,NJ,07302,Hudson,(201) 516-7700,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312581,3,DaVita Parkside Dialysis,580 Frelinghuysen Avenue,,NEWARK,NJ,07114,Essex,(973) 733-9450,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312582,3,FMC Whiting,400-430 ROUTE 530,PINEWALD-KESWICK ROAD,WHITING,NJ,08759,Ocean,(732) 350-8405,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,12,20,68,83,3,7,20,73,88,5,15,85,85,5,3,18,79,90,5,0,14,86,93,5,1,7,92,94,5,37,5,39
312584,3,DaVita Willingboro Dialysis,230 Van Sciver Parkway,,WILLINGBORO,NJ,08046,Burlington,(609) 871-3431,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312585,3,FMC Winslow,510 WILLIAMSTOWN RD UNIT 2A,,SICKLERVILLE,NJ,08081,Camden,(856) 728-2811,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,13,11,76,86,4,14,14,72,85,5,17,83,83,4,6,36,58,88,5,8,23,69,89,4,6,25,69,91,4,36,4,26
