"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Total Performance Score","State Average Total Performance Score","National Average Total Performance Score","Payment Reduction Percentage"
"DaVita Spring Street Dialysis","152666","-","1601 SPRING STREET","JEFFERSONVILLE","IN","47130","Network 9","72","64","64","0.0%"
"DaVita Spring Valley Dialysis","292547","-","3855 S JONES BLVD","LAS VEGAS","NV","89103","Network 15","48","59","64","0.5%"
"DaVita Springwoods Dialysis","672803","-","2950 FM 2920 RD","SPRING","TX","77388","Network 14","52","63","64","0.5%"
"DaVita Stamford Dialysis","072504","-","30 COMMERCE ROAD","STAMFORD","CT","06902","Network 1","65","67","64","0.0%"
"DaVita Starr Dialysis","362885","-","403 E. BROADWAY ST.","Toledo","OH","43605","Network 9","36","61","64","1.5%"
"DaVita Starrwood Dialysis","232708","-","3425 STARR RD STE B","ROYAL OAK","MI","48073","Network 11","48","63","64","0.5%"
"DaVita Starrwood HT at Home","232710","-","3425 STARR RD STE A","ROYAL OAK","MI","48073","Network 11","67","63","64","0.0%"
"DaVita State College Dialysis","392789","-","500 SCIENCE PARK ROAD, SUITE 2","State College","PA","16803","Network 4","76","64","64","0.0%"
"DaVita State Fair Dialysis","232578","-","19800 WOODWARD AVE","DETROIT","MI","48203","Network 11","50","63","64","0.5%"
"DaVita State Line Dialysis","442710","-","2049 E SHELBY DRIVE","MEMPHIS","TN","38116","Network 8","63","64","64","0.0%"
"DaVita Staten Island Dialysis Center","332711","-","1139 HYLAN BLVD","STATEN ISLAND","NY","10305","Network 2","64","61","64","0.0%"
"DaVita Staten Island South Dialysis","332799","-","30 SNEDEN AVE","Staten Island","NY","10312","Network 2","78","61","64","0.0%"
"DaVita St Augustine Dialysis","102692","-","264 SOUTHPARK CIR E","SAINT AUGUSTINE","FL","32086","Network 7","73","57","64","0.0%"
"DaVita St Augustine HT at Home","682561","-","252 SOUTHPARK CIR E","SAINT AUGUSTINE","FL","32086","Network 7","57","57","64","0.0%"
"DaVita Staunton Dialysis","492528","-","29 IDLEWOOD BLVD","STAUNTON","VA","24401","Network 5","73","66","64","0.0%"
"DaVita St Cloud Dialysis","102832","-","4750 OLD CANOE CREEK RD","SAINT CLOUD","FL","34769","Network 7","53","57","64","0.5%"
"DaVita Steel City Dialysis","012646","-","1809 AVENUE H","BIRMINGHAM","AL","35218","Network 8","44","65","64","1.0%"
"DaVita Steubenville Dialysis","362772","-","1799 SINCLAIR AVENUE SUITE 1","STEUBENVILLE","OH","43953","Network 9","59","61","64","0.0%"
"DaVita Steubenville Home Training Center","362801","-","1799 SINCLAIR AVENUE SUITE 2","STEUBENVILLE","OH","43952","Network 9","81","61","64","0.0%"
"DaVita Stevens Creek Dialysis","552738","-","275 DI SALVO AVE","SAN JOSE","CA","95128","Network 17","62","65","64","0.0%"
"DaVita Stevens Point Dialysis","522587","-","1100 MERIDIAN DR","PLOVER","WI","54467","Network 11","66","66","64","0.0%"
"DaVita Stilwell Dialysis Center","372545","-","81143 HWY 59","STILWELL","OK","74960","Network 13","63","66","64","0.0%"
"DaVita St. Joseph Dialysis","262576","-","5514 CORPORATE DR SUITE 100","SAINT JOSEPH","MO","64507","Network 12","72","62","64","0.0%"
"DaVita St. Joseph's Paterson Dialysis","312614","-","11 GETTY AVENUE","PATERSON","NJ","07503","Network 3","68","66","64","0.0%"
"DaVita St. Joseph's SJRMC Dialysis","312613","-","703 MAIN STREET","PATERSON","NJ","07503","Network 3","59","66","64","0.0%"
"DaVita St. Joseph's Wayne Dialysis","312597","-","57 WILLOWBROOK BLVD","WAYNE","NJ","07470","Network 3","65","66","64","0.0%"
"DaVita St. Louis Dialysis Center","262503","-","2610 CLARK AVE.","SAINT LOUIS","MO","63103","Network 12","63","62","64","0.0%"
"DaVita St Louis Park Dialysis Center","242554","-","3505 LOUISIANA AVE S","SAINT LOUIS PARK","MN","55426","Network 11","60","71","64","0.0%"
"Davita St.Louis West Dialysis","262583","-","400 NORTH LINDBERG BOULEVARD","SAINT LOUIS","MO","63141","Network 12","57","62","64","0.0%"
"DaVita St. Louis West Home Training (PD)","262585","-","9632 OLIVE BLVD","Olivette","MO","63132","Network 12","67","62","64","0.0%"
"DaVita St Luke's Allentown Dialysis","392818","-","1901 HAMILTON ST., SUITE 100","Allentown","PA","18104","Network 4","65","64","64","0.0%"
"DaVita St Lukes at Home","392840","-","1901 HAMILTON ST., SUITE 200","Allentown","PA","18104","Network 4","58","64","64","0.0%"
"DaVita St Luke's Bethlehem Dialysis","392817","-","1425 8TH AVENUE","Bethlehem","PA","18018","Network 4","65","64","64","0.0%"
"DaVita St Lukes Quakertown Dialysis","392815","-","1021 PARK AVENUE","Quakertown","PA","18951","Network 4","67","64","64","0.0%"
"DaVita St Luke's Tamaqua Dialysis","392708","-","1215 EAST BROAD STREET","Tamaqua","PA","18252","Network 4","47","64","64","0.5%"
"DaVita St Lukes Whitehall Dialysis","392845","-","1220 3RD STREET","Whitehall","PA","18052","Network 4","73","64","64","0.0%"
"DaVita St. Mary's Dialysis","112558","-","2714 OSBORNE RD","SAINT MARYS","GA","31558","Network 6","72","59","64","0.0%"
"DaVita Stockton Home Training Dialysis","552523","-","5608 NORTH PERSHING AVE","STOCKTON","CA","95207","Network 17","48","65","64","0.5%"
"DaVita Stockton Kidney Clinic","552592","-","1523 EAST MARCH LANE SUITE 200","STOCKTON","CA","95210","Network 17","63","65","64","0.0%"
"DaVita Stonebrook Dialysis","032662","-","14671 W MOUNTAIN VIEW BLVD","Surprise","AZ","85374","Network 15","82","64","64","0.0%"
"DaVita Stonecrest Dialysis","142615","-","1302 E. STATE ST.","ROCKFORD","IL","61104","Network 10","76","64","64","0.0%"
"DaVita Stone Oak Dialysis","452623","-","731 CARNOUSTIE DRIVE #101","SAN ANTONIO","TX","78258","Network 14","66","63","64","0.0%"
"DaVita Stone Ridge Dialysis","492717","-","24640 SOUTHPOINT DRIVE","CHANTILLY","VA","20152","Network 5","75","66","64","0.0%"
"DaVita Stony Creek Dialysis","142661","-","6246 W 95TH ST","OAK LAWN","IL","60453","Network 10","70","64","64","0.0%"
"DaVita Stony Island Dialysis","142718","-","8725 SOUTH STONY ISLAND AVE","CHICAGO","IL","60617","Network 10","54","64","64","0.5%"
"DaVita St Paul Capitol Dialysis","242533","-","555 PARK ST, SUITE 230","SAINT PAUL","MN","55103","Network 11","63","71","64","0.0%"
"DaVita St Paul Dialysis","242513","-","555 PARK ST, SUITE 180","SAINT PAUL","MN","55103","Network 11","56","71","64","0.5%"
"DaVita St. Petersburg Dialysis","102773","-","1117 ARLINGTON AVE N","SAINT PETERSBURG","FL","33705","Network 7","66","57","64","0.0%"
"DaVita St Petersburg South Dialysis","102803","-","2850 34TH STREET S","SAINT PETERSBURG","FL","33711","Network 7","62","57","64","0.0%"
"DaVita St. Peters Dialysis","262599","-","300 1ST EXECUTIVE AVE #A","SAINT PETERS","MO","63376","Network 12","87","62","64","0.0%"
"DaVita Sturgeon Bay Dialysis","522556","-","108 SOUTH 10TH AVENUE","STURGEON BAY","WI","54235","Network 11","78","66","64","0.0%"
"DaVita Suburban Campus Dialysis","392803","-","2100 HARRISBURG PIKE","Lancaster","PA","17604","Network 4","60","64","64","0.0%"
"DaVita Suburban Dialysis","332600","-","705 MAPLE ROAD","Amherst","NY","14221","Network 2","50","61","64","0.5%"
"DaVita Sugar Land Home Training-PD","672690","-","1447 HWY 6","SUGAR LAND","TX","77478","Network 14","82","63","64","0.0%"
"DaVita Sugarloaf Dialysis","112758","-","1705 BELLE MEADE CT STE 110","LAWRENCEVILLE","GA","30043","Network 6","59","59","64","0.0%"
"DaVita Sullivan Dialysis","152685","-","2232 N HOSPITAL BLVD, SUITE 1","SULLIVAN","IN","47882","Network 9","69","64","64","0.0%"
"DaVita Summerlin Dialysis Center","292515","-","653 N TOWN CENTER DR STE 70","LAS VEGAS","NV","89144","Network 15","63","59","64","0.0%"
"DaVita Summit City Dialysis","152653","-","3233 EAST COLISEUM BLVD.","FORT WAYNE","IN","46805","Network 9","59","64","64","0.0%"
"DaVita Summit Dialysis","312528","-","1139 SPRUCE DRIVE","Mountainside","NJ","07092","Network 3","83","66","64","0.0%"
"DaVita Summit Renal Center","362613","-","73 MASSILLON ROAD","AKRON","OH","44312","Network 9","65","61","64","0.0%"
"DaVita Sumter County Dialysis","112885","-","1432 E FORSYTH ST","AMERICUS","GA","31709","Network 6","67","59","64","0.0%"
"DaVita Sun City Center Dialysis","102642","-","783 CORTARO DR","RUSKIN","FL","33573","Network 7","68","57","64","0.0%"
"DaVita Sun City Menifee Dialysis","552715","-","1702 ILLINOIS AVENUE","PERRIS","CA","92571","Network 18","63","65","64","0.0%"
"DaVita Sun Health Dialysis","142553","-","2121 ONEIDA ST SUITE 104","JOLIET","IL","60435","Network 10","60","64","64","0.0%"
"DaVita Sun Prairie Dialysis","522607","-","719 BUNNY TRL","SUN PRAIRIE","WI","53590","Network 11","54","66","64","0.5%"
"DaVita Sun Ray Dialysis Unit","242574","-","1744 OLD HUDSON ROAD","SAINT PAUL","MN","55106","Network 11","69","71","64","0.0%"
"DaVita Sunset Dialysis Center","552612","-","3071 GOLD CANAL DRIVE","RANCHO CORDOVA","CA","95670","Network 17","76","65","64","0.0%"
"DaVita Sunshine State Dialysis Center","682663","-","2710 ALLEN ROAD","TALLAHASSEE","FL","32312","Network 7","54","57","64","0.5%"
"DaVita Surf City Dialysis","342703","-","22807 US HIGHWAY 17 N","HAMPSTEAD","NC","28443","Network 6","62","68","64","0.0%"
"DaVita Swan Creek Dialysis","362587","-","5201 AIRPORT HIGHWAY","TOLEDO","OH","43615","Network 9","40","61","64","1.0%"
"DaVita Swan Dialysis","032651","-","1635 N SWAN ROAD","TUCSON","AZ","85712","Network 15","74","64","64","0.0%"
"DaVita Sweetwater Dialysis","112706","-","7117 S SWEETWATER ROAD","LITHIA SPRINGS","GA","30122","Network 6","72","59","64","0.0%"
"DaVita Sweetwater Ridge Dialysis","032640","-","7362 W THUNDERBIRD RD SUITE 104","PEORIA","AZ","85381","Network 15","48","64","64","0.5%"
"DaVita Swope Dialysis","262651","-","4407 EAST 50TH TERRACE","KANSAS CITY","MO","64130","Network 12","52","62","64","0.5%"
"DaVita Sycamore Dialysis","142639","-","2200 GATEWAY DR","SYCAMORE","IL","60178","Network 10","84","64","64","0.0%"
"DaVita Sylacauga Dialysis","012588","-","331 JAMES PAYTON BLVD","SYLACAUGA","AL","35150","Network 8","76","65","64","0.0%"
"DaVita Sylva Dialysis Center","342556","-","655 ASHEVILLE HIGHWAY","SYLVA","NC","28779","Network 6","62","68","64","0.0%"
"DaVita Syringa Home Training ID","132532","-","1070 N CURTIS RD STE 125","BOISE","ID","83706","Network 16","73","75","64","0.0%"
"DaVita Table Rock Dialysis Center","132502","-","5610 W GAGE ST, SUITE B","BOISE","ID","83706","Network 16","68","75","64","0.0%"
"DaVita Tacoma Dialysis Center","502551","-","3401 S 19TH ST","TACOMA","WA","98405","Network 16","51","67","64","0.5%"
"DaVita Tahlequah Dialysis Center","372512","-","1373 E BOONE ST","TAHLEQUAH","OK","74464","Network 13","76","66","64","0.0%"
"DaVita Takoma Park Dialysis","212590","-","1502 UNIVERSITY BLVD E","HYATTSVILLE","MD","20783","Network 5","71","66","64","0.0%"
"DaVita Talladega Dialysis","012622","-","726 BATTLE STREET E","TALLADEGA","AL","35160","Network 8","62","65","64","0.0%"
"DaVita Tallahassee Dialysis","102624","-","1607 PHYSICIANS DR","TALLAHASSEE","FL","32308","Network 7","53","57","64","0.5%"
"DaVita Tallahassee South Dialysis","102765","-","2410 S ADAMS ST","TALLAHASSEE","FL","32301","Network 7","48","57","64","0.5%"
"DaVita Tamarac Artificial Kidney Center","102632","-","7140 W MCNAB RD","TAMARAC","FL","33321","Network 7","61","57","64","0.0%"
"DaVita Tampa Bay Dialysis","682594","-","2301 W DR MARTIN LUTHER KING JR BLVD","Tampa","FL","33607","Network 7","61","57","64","0.0%"
"DaVita Tanner Dialysis","672802","-","5655 W SAM HOUSTON PKWY N STE A","HOUSTON","TX","77041","Network 14","63","63","64","0.0%"
"DaVita Tara Boulevard Dialysis","852525","-","6540 TARA BLVD","JONESBORO","GA","30236","Network 6","66","59","64","0.0%"
"DaVita Taylor County Dialysis Center","182518","-","1595 OLD LEBANON ROAD","CAMPBELLSVILLE","KY","42718","Network 9","65","68","64","0.0%"
"DaVita Taylor Dialysis","672617","-","3100 W 2ND STREET","TAYLOR","TX","76574","Network 14","64","63","64","0.0%"
"DaVita Taylorville Dialysis","142587","-","901 W SPRESSER","TAYLORVILLE","IL","62568","Network 10","76","64","64","0.0%"
"DaVita Tazewell County Dialysis","142767","-","1021 COURT STREET","PEKIN","IL","61554","Network 10","49","64","64","0.5%"
"DaVita TC Jester Dialysis","672675","-","1800 WEST 26TH STREET","HOUSTON","TX","77008","Network 14","65","63","64","0.0%"
"DaVita Tell City Center","152574","-","1602 MAIN ST","TELL CITY","IN","47586","Network 9","85","64","64","0.0%"
"DaVita Temecula Dialysis Center","052735","-","40945 COUNTY CENTER DRIVE, SUITE G","Temecula","CA","92591","Network 18","69","65","64","0.0%"
"DaVita Tempe Dialysis Center","032609","-","2149 E WARNER RD STE 109 & STE 110","TEMPE","AZ","85284","Network 15","48","64","64","0.5%"
"DaVita Temple Terrace Dialysis","102748","-","11306 53RD ST","TEMPLE TERRACE","FL","33617","Network 7","48","57","64","0.5%"
"DaVita Templeton Dialysis","552567","-","1310 LAS TABLAS ROAD, SUITE 101","Templeton","CA","93465","Network 18","64","65","64","0.0%"
"DaVita Tennessee Valley Dialysis Center","442666","-","107 WOODLAWN DR","JOHNSON CITY","TN","37604","Network 8","56","64","64","0.5%"
"DaVita Terre Haute Dialysis","152689","-","504 6TH AVENUE","TERRE HAUTE","IN","47807","Network 9","63","64","64","0.0%"
"DaVita Teterboro Dialysis","312632","-","502 ROUTE 46 WEST","TETERBORO","NJ","07608","Network 3","69","66","64","0.0%"
"DaVita Texarkana Regional Dialysis","452552","-","5502 MEDICAL PARKWAY DR.","TEXARKANA","TX","75503","Network 14","60","63","64","0.0%"
"DaVita Texas City PD","672727","-","13003 DELANY ST","LA MARQUE","TX","77568","Network 14","90","63","64","0.0%"
"DaVita The District Dialysis NV","292555","-","2300 CORPORATE CIRCLE","Henderson","NV","89074","Network 15","53","59","64","0.5%"
"DaVita The Nevada Dialysis Center","292534","-","1510 W WARM SPRINGS RD STE 100","HENDERSON","NV","89014","Network 15","42","59","64","1.0%"
"DaVita The Woodlands Dialysis Center","672581","-","9301 PINECROFT DR","SHENANDOAH","TX","77380","Network 14","46","63","64","1.0%"
"DaVita Thomaston Dialysis","112557","-","1065 HWY 19 NORTH","THOMASTON","GA","30286","Network 6","59","59","64","0.0%"
"DaVita Thorndale Dialysis","392522","-","3243 LINCOLN HIGHWAY","Thorndale","PA","19372","Network 4","61","64","64","0.0%"
"DaVita Thorn Run Dialysis","392779","-","1136 THORN RUN ROAD, SUITE J1","Moon Township","PA","15108","Network 4","72","64","64","0.0%"
"DaVita Thornton Dialysis Center","062511","-","8800 FOX DR","THORNTON","CO","80260","Network 15","70","72","64","0.0%"
"DaVita Thousand Oaks Dialysis","052873","-","375 ROLLING OAKS DRIVE, SUITE 100","Thousand Oaks","CA","91361","Network 18","81","65","64","0.0%"
"DaVita Three Chopt Dialysis","492506","-","8813 THREE CHOPT RD","RICHMOND","VA","23229","Network 5","68","66","64","0.0%"
"DaVita Three Rivers Dialysis","152676","-","6721 OLD TRAIL ROAD","FORT WAYNE","IN","46809","Network 9","56","64","64","0.5%"
"DaVita Tidewater Home Dialysis","492669","-","230 CLEARFIELD AVE STE 106","VIRGINIA BEACH","VA","23462","Network 5","79","66","64","0.0%"
"DaVita Tifton Dialysis","112794","-","624 LOVE AVE","TIFTON","GA","31794","Network 6","42","59","64","1.0%"
"DaVita Timber Creek","142763","-","1001 S ANNIE GLIDDEN ROAD","DEKALB","IL","60115","Network 10","68","64","64","0.0%"
"DaVita Timberlake Dialysis","262634","-","12110 HOLMES RD","KANSAS CITY","MO","64145","Network 12","43","62","64","1.0%"
"DaVita Timonium Dialysis","212738","-","1840 YORK RD","Lutherville Timonium","MD","21093","Network 5","75","66","64","0.0%"
"DaVita TIMPANOGOS DIALYSIS CENTER (DVA)","462524","-","1055 N 500 W STE 222","PROVO","UT","84604","Network 15","69","70","64","0.0%"
"DaVita Tinley Park Dialysis","142810","-","16767 80TH AVE.","TINLEY PARK","IL","60477","Network 10","63","64","64","0.0%"
"DaVita Tipton County Dialysis","442604","-","107 TENNESSEE AVENUE","COVINGTON","TN","38019","Network 8","60","64","64","0.0%"
"DaVita Titletown Dialysis","522558","-","120 SIEGLER STREET","GREEN BAY","WI","54303","Network 11","83","66","64","0.0%"
"DaVita Titus Landing Home Training","682685","-","250 HARRISON ST","Titusville","FL","32780","Network 7","No Score","57","64","0.0%"
"DaVita TN Smokie Mountain Dialysis PD","442668","-","2320 KNOB CREEK ROAD","JOHNSON CITY","TN","37604","Network 8","86","64","64","0.0%"
"DaVita Tokay Dialysis Center","552504","-","312 SOUTH FAIRMONT AVENUE SUITE A","LODI","CA","95240","Network 17","55","65","64","0.5%"
"DaVita Tokay Home Dialysis Center PD","552576","-","777 SOUTH HAM DRIVE SUITE L","LODI","CA","95242","Network 17","72","65","64","0.0%"
"DaVita Tolland Dialysis, LLC","742545","-","4751 W FUQUA ST","Houston","TX","77045","Network 14","71","63","64","0.0%"
"DaVita Tomball Dialysis Center","452743","-","27720 A TOMBALL PKY","TOMBALL","TX","77375","Network 14","61","63","64","0.0%"
"DaVita Topeka Dialysis","172508","-","634 SW MULVANE ST","Topeka","KS","66606","Network 12","60","72","64","0.0%"
"DaVita Torrance Emerald Dialysis","552854","-","20821 HAWTHORNE BLVD","Torrance","CA","90503","Network 18","50","65","64","0.5%"
"DaVita Torrington Dialysis","072523","-","780 LITCHFIELD ST","TORRINGTON","CT","06790","Network 1","65","67","64","0.0%"
"DaVita Total Renal Care Inc.","852553","-","700 GORDON AVENUE","Bainbridge","GA","39819","Network 6","75","59","64","0.0%"
"DaVita Total Renal Care Inc.","072557","-","7 CAMBRIDGE DRIVE","Trumbull","CT","06611","Network 1","74","67","64","0.0%"
"DaVita Total Renal Care Inc.","522616","-","733 E CAPITOL DR","MILWAUKEE","WI","53212","Network 11","77","66","64","0.0%"
"DaVita Total Renal Care, Inc.","112875","-","5615 OLD NATIONAL HWY","ATLANTA","GA","30349","Network 6","54","59","64","0.5%"
"DaVita Total Renal Care, Inc.","852556","-","708 S. BROAD STREET","Thomasville","GA","31792","Network 6","67","59","64","0.0%"
"DaVita Total Renal Care, Inc.","132533","-","815 NW 13TH ST","FRUITLAND","ID","83619","Network 16","82","75","64","0.0%"
"DaVita Total Renal Care, Inc.Research Triangle Park","342718","-","4021 STIRRUP CREEK DRIVE, SUITE 400","DURHAM","NC","27703","Network 6","74","68","64","0.0%"
"DaVita Total Renal Care of North Carolina, LLC","342717","-","3147 S 17TH STREET","WILMINGTON","NC","28412","Network 6","73","68","64","0.0%"
"DaVita Total Renal Care of North Carolina, LLC","342716","-","1220 MAGNOLIA VILLAGE WAY","LELAND","NC","28451","Network 6","81","68","64","0.0%"
"DaVita Tower Dialysis","052643","-","8635 W. THIRD STREET, SUITE 560W","Los Angeles","CA","90048","Network 18","59","65","64","0.0%"
"DaVita Town and Country West Dialysis","262648","-","12855 N 40 DRIVE SUITE LL4","SAINT LOUIS","MO","63141","Network 12","59","62","64","0.0%"
"DaVita Town Center Dialysis","232680","-","323 N MICHIGAN AVE","SAGINAW","MI","48602","Network 11","59","63","64","0.0%"
"DaVita Town Park Dialysis","852520","-","401 TOWN PARK BLVD","EVANS","GA","30809","Network 6","82","59","64","0.0%"
"DaVita Tracy Dialysis","052814","-","425 BEVERLY PLACE, SUITE A","TRACY","CA","95376","Network 17","70","65","64","0.0%"
"Davita Trafalgar Dialysis","682698","-","2500 TRAFALGAR BLVD","Kissimmee","FL","34758","Network 7","56","57","64","0.5%"
"DaVita Transmountain Dialysis","672501","-","5800 WOODROW BEAN","EL PASO","TX","79924","Network 14","65","63","64","0.0%"
